ID,Rating
1,3.581387
2,3.581387
3,3.581387
4,3.581387
5,3.581387
6,3.581387
7,3.581387
8,3.581387
9,3.581387
10,3.581387
11,3.581387
12,3.581387
13,3.581387
14,3.581387
15,3.581387
16,3.581387
17,3.581387
18,3.581387
19,3.581387
20,3.581387
21,3.581387
22,3.581387
23,3.581387
24,3.581387
25,3.581387
26,3.581387
27,3.581387
28,3.581387
29,3.581387
30,3.581387
31,3.581387
32,3.581387
33,3.581387
34,3.581387
35,3.581387
36,3.581387
37,3.581387
38,3.581387
39,3.581387
40,3.581387
41,3.581387
42,3.581387
43,3.581387
44,3.581387
45,3.581387
46,3.581387
47,3.581387
48,3.581387
49,3.581387
50,3.581387
51,3.581387
52,3.581387
53,3.581387
54,3.581387
55,3.581387
56,3.581387
57,3.581387
58,3.581387
59,3.581387
60,3.581387
61,3.581387
62,3.581387
63,3.581387
64,3.581387
65,3.581387
66,3.581387
67,3.581387
68,3.581387
69,3.581387
70,3.581387
71,3.581387
72,3.581387
73,3.581387
74,3.581387
75,3.581387
76,3.581387
77,3.581387
78,3.581387
79,3.581387
80,3.581387
81,3.581387
82,3.581387
83,3.581387
84,3.581387
85,3.581387
86,3.581387
87,3.581387
88,3.581387
89,3.581387
90,3.581387
91,3.581387
92,3.581387
93,3.581387
94,3.581387
95,3.581387
96,3.581387
97,3.581387
98,3.581387
99,3.581387
100,3.581387
101,3.581387
102,3.581387
103,3.581387
104,3.581387
105,3.581387
106,3.581387
107,3.581387
108,3.581387
109,3.581387
110,3.581387
111,3.581387
112,3.581387
113,3.581387
114,3.581387
115,3.581387
116,3.581387
117,3.581387
118,3.581387
119,3.581387
120,3.581387
121,3.581387
122,3.581387
123,3.581387
124,3.581387
125,3.581387
126,3.581387
127,3.581387
128,3.581387
129,3.581387
130,3.581387
131,3.581387
132,3.581387
133,3.581387
134,3.581387
135,3.581387
136,3.581387
137,3.581387
138,3.581387
139,3.581387
140,3.581387
141,3.581387
142,3.581387
143,3.581387
144,3.581387
145,3.581387
146,3.581387
147,3.581387
148,3.581387
149,3.581387
150,3.581387
151,3.581387
152,3.581387
153,3.581387
154,3.581387
155,3.581387
156,3.581387
157,3.581387
158,3.581387
159,3.581387
160,3.581387
161,3.581387
162,3.581387
163,3.581387
164,3.581387
165,3.581387
166,3.581387
167,3.581387
168,3.581387
169,3.581387
170,3.581387
171,3.581387
172,3.581387
173,3.581387
174,3.581387
175,3.581387
176,3.581387
177,3.581387
178,3.581387
179,3.581387
180,3.581387
181,3.581387
182,3.581387
183,3.581387
184,3.581387
185,3.581387
186,3.581387
187,3.581387
188,3.581387
189,3.581387
190,3.581387
191,3.581387
192,3.581387
193,3.581387
194,3.581387
195,3.581387
196,3.581387
197,3.581387
198,3.581387
199,3.581387
200,3.581387
201,3.581387
202,3.581387
203,3.581387
204,3.581387
205,3.581387
206,3.581387
207,3.581387
208,3.581387
209,3.581387
210,3.581387
211,3.581387
212,3.581387
213,3.581387
214,3.581387
215,3.581387
216,3.581387
217,3.581387
218,3.581387
219,3.581387
220,3.581387
221,3.581387
222,3.581387
223,3.581387
224,3.581387
225,3.581387
226,3.581387
227,3.581387
228,3.581387
229,3.581387
230,3.581387
231,3.581387
232,3.581387
233,3.581387
234,3.581387
235,3.581387
236,3.581387
237,3.581387
238,3.581387
239,3.581387
240,3.581387
241,3.581387
242,3.581387
243,3.581387
244,3.581387
245,3.581387
246,3.581387
247,3.581387
248,3.581387
249,3.581387
250,3.581387
251,3.581387
252,3.581387
253,3.581387
254,3.581387
255,3.581387
256,3.581387
257,3.581387
258,3.581387
259,3.581387
260,3.581387
261,3.581387
262,3.581387
263,3.581387
264,3.581387
265,3.581387
266,3.581387
267,3.581387
268,3.581387
269,3.581387
270,3.581387
271,3.581387
272,3.581387
273,3.581387
274,3.581387
275,3.581387
276,3.581387
277,3.581387
278,3.581387
279,3.581387
280,3.581387
281,3.581387
282,3.581387
283,3.581387
284,3.581387
285,3.581387
286,3.581387
287,3.581387
288,3.581387
289,3.581387
290,3.581387
291,3.581387
292,3.581387
293,3.581387
294,3.581387
295,3.581387
296,3.581387
297,3.581387
298,3.581387
299,3.581387
300,3.581387
301,3.581387
302,3.581387
303,3.581387
304,3.581387
305,3.581387
306,3.581387
307,3.581387
308,3.581387
309,3.581387
310,3.581387
311,3.581387
312,3.581387
313,3.581387
314,3.581387
315,3.581387
316,3.581387
317,3.581387
318,3.581387
319,3.581387
320,3.581387
321,3.581387
322,3.581387
323,3.581387
324,3.581387
325,3.581387
326,3.581387
327,3.581387
328,3.581387
329,3.581387
330,3.581387
331,3.581387
332,3.581387
333,3.581387
334,3.581387
335,3.581387
336,3.581387
337,3.581387
338,3.581387
339,3.581387
340,3.581387
341,3.581387
342,3.581387
343,3.581387
344,3.581387
345,3.581387
346,3.581387
347,3.581387
348,3.581387
349,3.581387
350,3.581387
351,3.581387
352,3.581387
353,3.581387
354,3.581387
355,3.581387
356,3.581387
357,3.581387
358,3.581387
359,3.581387
360,3.581387
361,3.581387
362,3.581387
363,3.581387
364,3.581387
365,3.581387
366,3.581387
367,3.581387
368,3.581387
369,3.581387
370,3.581387
371,3.581387
372,3.581387
373,3.581387
374,3.581387
375,3.581387
376,3.581387
377,3.581387
378,3.581387
379,3.581387
380,3.581387
381,3.581387
382,3.581387
383,3.581387
384,3.581387
385,3.581387
386,3.581387
387,3.581387
388,3.581387
389,3.581387
390,3.581387
391,3.581387
392,3.581387
393,3.581387
394,3.581387
395,3.581387
396,3.581387
397,3.581387
398,3.581387
399,3.581387
400,3.581387
401,3.581387
402,3.581387
403,3.581387
404,3.581387
405,3.581387
406,3.581387
407,3.581387
408,3.581387
409,3.581387
410,3.581387
411,3.581387
412,3.581387
413,3.581387
414,3.581387
415,3.581387
416,3.581387
417,3.581387
418,3.581387
419,3.581387
420,3.581387
421,3.581387
422,3.581387
423,3.581387
424,3.581387
425,3.581387
426,3.581387
427,3.581387
428,3.581387
429,3.581387
430,3.581387
431,3.581387
432,3.581387
433,3.581387
434,3.581387
435,3.581387
436,3.581387
437,3.581387
438,3.581387
439,3.581387
440,3.581387
441,3.581387
442,3.581387
443,3.581387
444,3.581387
445,3.581387
446,3.581387
447,3.581387
448,3.581387
449,3.581387
450,3.581387
451,3.581387
452,3.581387
453,3.581387
454,3.581387
455,3.581387
456,3.581387
457,3.581387
458,3.581387
459,3.581387
460,3.581387
461,3.581387
462,3.581387
463,3.581387
464,3.581387
465,3.581387
466,3.581387
467,3.581387
468,3.581387
469,3.581387
470,3.581387
471,3.581387
472,3.581387
473,3.581387
474,3.581387
475,3.581387
476,3.581387
477,3.581387
478,3.581387
479,3.581387
480,3.581387
481,3.581387
482,3.581387
483,3.581387
484,3.581387
485,3.581387
486,3.581387
487,3.581387
488,3.581387
489,3.581387
490,3.581387
491,3.581387
492,3.581387
493,3.581387
494,3.581387
495,3.581387
496,3.581387
497,3.581387
498,3.581387
499,3.581387
500,3.581387
501,3.581387
502,3.581387
503,3.581387
504,3.581387
505,3.581387
506,3.581387
507,3.581387
508,3.581387
509,3.581387
510,3.581387
511,3.581387
512,3.581387
513,3.581387
514,3.581387
515,3.581387
516,3.581387
517,3.581387
518,3.581387
519,3.581387
520,3.581387
521,3.581387
522,3.581387
523,3.581387
524,3.581387
525,3.581387
526,3.581387
527,3.581387
528,3.581387
529,3.581387
530,3.581387
531,3.581387
532,3.581387
533,3.581387
534,3.581387
535,3.581387
536,3.581387
537,3.581387
538,3.581387
539,3.581387
540,3.581387
541,3.581387
542,3.581387
543,3.581387
544,3.581387
545,3.581387
546,3.581387
547,3.581387
548,3.581387
549,3.581387
550,3.581387
551,3.581387
552,3.581387
553,3.581387
554,3.581387
555,3.581387
556,3.581387
557,3.581387
558,3.581387
559,3.581387
560,3.581387
561,3.581387
562,3.581387
563,3.581387
564,3.581387
565,3.581387
566,3.581387
567,3.581387
568,3.581387
569,3.581387
570,3.581387
571,3.581387
572,3.581387
573,3.581387
574,3.581387
575,3.581387
576,3.581387
577,3.581387
578,3.581387
579,3.581387
580,3.581387
581,3.581387
582,3.581387
583,3.581387
584,3.581387
585,3.581387
586,3.581387
587,3.581387
588,3.581387
589,3.581387
590,3.581387
591,3.581387
592,3.581387
593,3.581387
594,3.581387
595,3.581387
596,3.581387
597,3.581387
598,3.581387
599,3.581387
600,3.581387
601,3.581387
602,3.581387
603,3.581387
604,3.581387
605,3.581387
606,3.581387
607,3.581387
608,3.581387
609,3.581387
610,3.581387
611,3.581387
612,3.581387
613,3.581387
614,3.581387
615,3.581387
616,3.581387
617,3.581387
618,3.581387
619,3.581387
620,3.581387
621,3.581387
622,3.581387
623,3.581387
624,3.581387
625,3.581387
626,3.581387
627,3.581387
628,3.581387
629,3.581387
630,3.581387
631,3.581387
632,3.581387
633,3.581387
634,3.581387
635,3.581387
636,3.581387
637,3.581387
638,3.581387
639,3.581387
640,3.581387
641,3.581387
642,3.581387
643,3.581387
644,3.581387
645,3.581387
646,3.581387
647,3.581387
648,3.581387
649,3.581387
650,3.581387
651,3.581387
652,3.581387
653,3.581387
654,3.581387
655,3.581387
656,3.581387
657,3.581387
658,3.581387
659,3.581387
660,3.581387
661,3.581387
662,3.581387
663,3.581387
664,3.581387
665,3.581387
666,3.581387
667,3.581387
668,3.581387
669,3.581387
670,3.581387
671,3.581387
672,3.581387
673,3.581387
674,3.581387
675,3.581387
676,3.581387
677,3.581387
678,3.581387
679,3.581387
680,3.581387
681,3.581387
682,3.581387
683,3.581387
684,3.581387
685,3.581387
686,3.581387
687,3.581387
688,3.581387
689,3.581387
690,3.581387
691,3.581387
692,3.581387
693,3.581387
694,3.581387
695,3.581387
696,3.581387
697,3.581387
698,3.581387
699,3.581387
700,3.581387
701,3.581387
702,3.581387
703,3.581387
704,3.581387
705,3.581387
706,3.581387
707,3.581387
708,3.581387
709,3.581387
710,3.581387
711,3.581387
712,3.581387
713,3.581387
714,3.581387
715,3.581387
716,3.581387
717,3.581387
718,3.581387
719,3.581387
720,3.581387
721,3.581387
722,3.581387
723,3.581387
724,3.581387
725,3.581387
726,3.581387
727,3.581387
728,3.581387
729,3.581387
730,3.581387
731,3.581387
732,3.581387
733,3.581387
734,3.581387
735,3.581387
736,3.581387
737,3.581387
738,3.581387
739,3.581387
740,3.581387
741,3.581387
742,3.581387
743,3.581387
744,3.581387
745,3.581387
746,3.581387
747,3.581387
748,3.581387
749,3.581387
750,3.581387
751,3.581387
752,3.581387
753,3.581387
754,3.581387
755,3.581387
756,3.581387
757,3.581387
758,3.581387
759,3.581387
760,3.581387
761,3.581387
762,3.581387
763,3.581387
764,3.581387
765,3.581387
766,3.581387
767,3.581387
768,3.581387
769,3.581387
770,3.581387
771,3.581387
772,3.581387
773,3.581387
774,3.581387
775,3.581387
776,3.581387
777,3.581387
778,3.581387
779,3.581387
780,3.581387
781,3.581387
782,3.581387
783,3.581387
784,3.581387
785,3.581387
786,3.581387
787,3.581387
788,3.581387
789,3.581387
790,3.581387
791,3.581387
792,3.581387
793,3.581387
794,3.581387
795,3.581387
796,3.581387
797,3.581387
798,3.581387
799,3.581387
800,3.581387
801,3.581387
802,3.581387
803,3.581387
804,3.581387
805,3.581387
806,3.581387
807,3.581387
808,3.581387
809,3.581387
810,3.581387
811,3.581387
812,3.581387
813,3.581387
814,3.581387
815,3.581387
816,3.581387
817,3.581387
818,3.581387
819,3.581387
820,3.581387
821,3.581387
822,3.581387
823,3.581387
824,3.581387
825,3.581387
826,3.581387
827,3.581387
828,3.581387
829,3.581387
830,3.581387
831,3.581387
832,3.581387
833,3.581387
834,3.581387
835,3.581387
836,3.581387
837,3.581387
838,3.581387
839,3.581387
840,3.581387
841,3.581387
842,3.581387
843,3.581387
844,3.581387
845,3.581387
846,3.581387
